#filetype=fc_ob_pairs
#mode=aod
#fieldpair_label=nolabel
#fieldpair_title=
#fieldpair_units=
#ob_field_used=AOT-500nm
#fc_field_used=aod500
#ob_source=aeronet_1.5_V3
#ob_wavelength=500
#fc_wavelength=500
#fc_expid=oper
#fc_composite=operfc=evnj:2007050100,ez2m:2007120100,f45r:2009050100,f7kn:2009073100,fkya:2011120100,g4o2:2014090100,geuh:2015090100,gjjh:2016060100,gnhb:2017012400,gsyg:2017092600,gzhy:2018062600,h7c4:2019070912,hdir:2019100600,hj7b:2021051100,hlqd:2021101200,ht3q:2022101900,hylz:2023062712
#fc_startdate=2023-12-01 00:00:00
#fc_enddate=2024-02-29 00:00:00
#fc_start_hrs=00
#fc_ranges=3,6,9,12,15,18,21,24
#fc_range_premeaning_bins=n/a
#fc_ranges_postaverage=3,6,9,12,15,18,21,24
#fc_startdate_actual=2023-12-01 00:00:00
#fc_enddate_actual=2024-02-29 00:00:00
#fc_start_hrs_actual=00
#fc_ranges_actual=3,6,9,12,15,18,21,24
#fc_dayskip=0
#fc_refdate=n/a
#fc_ranges_remapped=0
#premeaning_period=0
#sites=<ALL_WITH_DATA>
#sites_actual=AAQ10_MY_Banting,AAQ12_Kx_Xiaoliuqiu,AAQ13_Kx_Wanluan,AAQ1_SK_Osan,AAQ2_SK_Suwon,AAQ3_SK_CBNU,AAQ4_SK_Jincheon,AAQ5_SK_Ansung,AAQ6_PH_Meycauayan,AAQ7_PH_Bilibid,AAQ8_MY_Klang,AAQ9_MY_Cheras,AAU_Jackros_ET,ALERIA_MF,ARM_Graciosa,ARM_KCG,ARM_La_Jolla,ARM_SGP,ASI_Malindi,ATHENS_NTUA,ATTO-Campina,AU_NSW_Lidcombe,Agen_Palissy,AgiaMarina_Xyliatou,Aguamarga,Alta_Floresta_IF,Amazon_ATTO_Tower,American_Samoa,Ames,Amity_Univ_Gurgaon,Amsterdam_Island,Andenes,Anmyon,Aosta,Appalachian_State,Apulian_Tavoliere,Aras_de_los_Olmos,Arcachon,Arica,Ascension_Island,Aspendale_Mel_AU,Aubiere_LAMP,BMKG_GAW_PALU,BONDVILLE,Badajoz,Bakersfield,Bandung,Banizoumbou,Barcelona,Barrow,Beijing,Beijing-CAMS,Beijing_PKU,Belsk,Bhola,Billerica,Birdsville,Birkenes,Bozeman,Bratts_Lake,Brest_MF,Brno_Airport,Brookhaven,Brussels,Burjassot,CARTEL,CASP_Watkins_CO_USA,CATUC_Bamenda,CBBT,CCNY,CEILAP-BA,CEILAP-Comodoro,CEILAP-Neuquen,CEILAP-RG,CLUJ_UBB,CUIABA-MIRANDA,CUT-TEPAK,Cabo_da_Roca,Cairo_EMA_2,CalTech,Camaguey,Camborne_MO,Canchones,Cape_Fuguei_Station,Cape_San_Juan,Capo_Verde,Carmel_Valley,Cascade_Airport,Chachoengsao,Chapais,Chen-Kung_Univ,Chi_Kraeng_Station,Chiang_Dao,Chiang_Mai_Met_Sta,Chiba_University,Chilbolton,Chiwaukee_Prairie,Churchill,Cork_UCC,Coruna,DEWA_ResearchCentre,DRAGON_Matsumoto,Dakar_Belair,Dalanzadgad,Davos,Debrzyna_PULS,Dhaka_University,Dibrugarh_Univ,Doi_Ang_Khang,Dongsha_Island,Douliu,Dunkerque,Durban_UKZN,EPA-NCU,EPA-Res_Triangle_Pk,ESP-VLC-ELPALMAR,EastMalling_MO,East_Brunswick,Easton-MDE,Egbert,Eilat,El_Arenosillo,Eriswil_TROPOS,Ersa,Escudero_Station,Evora,FORTH_RSLab,FZJ-JOYCE,Fengshan,Flushing,Fort_McMurray,Fowlers_Gap,Fresno_2,Fukuoka,GSFC,GSFC_POLAR,Gandhi_College,Gangneung_WNU,GasLab_SJ_CostaRica,Georgia_Tech,Glasgow_MO,Gosan_SNU,Gozo,Granada,Grand_Forks,Granite_Island,Greifswald_Univ,Guadiana_UGR_4,Gwangju_GIST,HESS,Halifax,Hampton_University,Hankuk_UFS,Hel_IGF,Helsinki,HengChun-MetSta,Herstmonceux,HohenpeissenbergDWD,Hokkaido_University,Hong_Kong_PolyU,Hong_Kong_Sheung,Howard_Univ-IRB,Huancayo-IGP,IAOCA-KRSU,ICIMOD,ICIPE-Mbita,IER_Cinzana,IITM_ARTCI_Bhopal,IIT_Delhi,IMAA_Potenza,IMPROVE-MammothCave,IMS-METU-ERDEMLI,Iasi_LOASL,Ilo_UNAM,Ilorin,Incheon,Innsbruck_MUI,Issyk-Kul,Izana,Jabiru,Jaipur,Jambi,Ji_Parana_UNIR,Juan_Carlos_I_base,KAUST_Campus,KORUS_UNIST_Ulsan,Kangerlussuaq,Kanzelhohe_Obs,Kaohsiung,Karachi,Karunya_University,Kellogg_LTER,Kelowna_UAS,Key_Biscayne,Kuching_Swinburne,Kuopio,Kupang,Kwajalein_Atoll,LAMTO-STATION,LAQUILA_Coppito,La_Jolla,La_Laguna,La_Parguera,La_Paz,Lahore,Lake_Argyle,Lamezia_Terme,Lampedusa,Learmonth,Lecce_University,Leipzig,Lerwick_MO,Lewis-Clark_ID_USA,Lille,Loftus_MO,London-CDN,Luang_Namtha,Lubango,Lubbock_TTU_TX_USA,Lulin,MAGIC_ORM_La_Palma,MCO-Hanimaadhoo,MD_Science_Center,MISR-JPL,Madrid,Magurele_Inoe,Maido_OPAR,Majadas,Makassar,Maldives_Gan,Manila_Observatory,Marambio,Marseille_ATMO,Matorova_FMI,Medenine-IRA,Melpitz,Meridian_DEQ,MetObs_Lindenberg,Metsi,Migal,Mindelo_OSCM,Mingo,Misamfu,Missoula,Modena,Modesto,Moldova,Momuy_MF,Mongu_Inn,Mont_Joli,Monterey,Montevideo_FING,Montreal,Mount_Chacaltaya,Murcia,NASA_Ames,NASA_KSC,NASA_LaRC,NCAR,NEON-CPER,NEON-Disney,NEON_Bartlett,NEON_CLBJ,NEON_CVALLA,NEON_GRSM,NEON_GUAN,NEON_Harvard,NEON_KONZ,NEON_LENO,NEON_MLBS,NEON_MOAB,NEON_NOGP,NEON_OAES,NEON_ONAQ,NEON_ORNL,NEON_OSBS,NEON_PUUM,NEON_RMNP,NEON_SCBI,NEON_SERC,NEON_SJER,NEON_SRER,NEON_Sterling,NEON_TALL,NEON_TEAK,NEON_UKFS,NEON_UNDE,NEON_WOOD,NEON_WREF,NEON_YELL,NGHIA_DO,NPU_Chicago_IL,NREL-Golden,Napoli_CeSMA,Narsarsuaq,Neumayer3_TROPOS,Nicosia,Niigata,Nong_Khai,OHP_OBSERVATOIRE,OU_NWC,Okinawa_Hedo,Osaka,Oslo_MET_Norway,POLWET_Rzecin,PSDA_Chile,Palaiseau,Palencia,Palma_de_Mallorca,Paranal_basecamp,Payerne,Pickle_Lake,Pilar_Cordoba,Pinehurst_Idaho,Pokhara,Pontianak,Poprad-Ganovce,Portglenone_MO,Pretoria_CSIR-EC,Pune,Quito_USFQ,REUNION_ST_DENIS,Raciborz,Ragged_Point,Railroad_Valley,Railroad_Valley2,Rame_Head,Red_Mountain_Pass,Rexburg_Idaho,Rhyl_MO,Rimrock,Rio_Branco,Rome_La_Sapienza,Rome_Tor_Vergata,Roque_Muchachos,SDSU_IPLab,SEDE_BOKER,SEU_Austin_TX,SP-EACH,SP_Bayboro,Saada,Sacramento_CARB,Sakeji_School,Salton_Sea,San_Cristobal_USFQ,San_Pietro_Capo,Sandia_NM_PSEL,Santa_Cruz_Tenerife,Santiago_Beauchef,Sao_Paulo,Seguin_Texas_USA,Selegua_BSRN,Seoul_SNU,Sevilleta,Shirahama,Silpakorn_Univ,Singapore,Sioux_Falls,Sirmione_Museo_GC,Skukuza,Sodankyla,Sofia_IEBAS,Songkhla_Met_Sta,South_Pole_Obs_NOAA,Sra_Kaeo,St_Helena,St_Louis_University,Stornoway_MO,Strzyzow,TABLE_MOUNTAIN_CA,TASA_Taiwan,TGF_Tsukuba,Tabernas_PSA-DLR,Tahiti_MF,Tai_Ping,Tallahassee,Tamanrasset_INM,Taylor_Ranch_TWRS,Teide,Tel-Aviv_University,Thessaloniki,Thompson_Farm,Toravere,Toronto,Toulon,Toulouse_MF,Trelew,Tucson,Tudor_Hill,Tumbarumba,Turlock_CA_USA,UCR_Santa_Cruz,UCSB,UEM_Maputo,UH_Aldine,UH_Coastal_Center,UH_Liberty,UMBC,UNC-Palmira,USDA_ALARC,USGS_Flagstaff_ROLO,USM_Penang,U_of_Wisconsin_SSEC,Ubon_Ratchathani,Univ_of_Auckland,Univ_of_Houston,Univ_of_Lethbridge,Univ_of_Nevada-Reno,University_of_Nizwa,Utsteinen,Valladolid,Vechernaya_Hill,Vienna_BOKU,WC_Whittier_CA,WFF_X-75_Sci_Obs,Wallops_ACHIEVE,Warsaw_UW,Waskesiu,Watnall_MO,Weizmann_Institute,White_Sands_HELSTF,Windpoort,Wroclaw_UWR,XiangHe,Xitun,YUMA_SL,Yellowknife_Aurora,Yerba_Loca,Yonsei_University,Zaragoza,Zinder_Airport,Zugspitze_KIT
#nsites_actual=432
#area_shortname=global
#area_title=Global
#area=-90,-180,90,180
#missing_data_indicator=-9999
#v0d_version=12.6.6
#source_dir=/etc/ecmwf/vol/cams/ver0d/installs/12.6.6
#site_weighting=none
#voronoi_maxr=n/a
#column_titles=validity_time,forecast_range,site_id,lat,lon,fc,ob
20231201 03:00,3.00000,AAU_Jackros_ET,9.011667,38.82083,0.098595411,0.083056803
20231201 03:00,3.00000,AU_NSW_Lidcombe,-33.93139,151.0467,0.20806219,0.094586000
20231201 03:00,3.00000,Amity_Univ_Gurgaon,28.31733,76.91603,1.2386751,1.5136841
20231201 03:00,3.00000,Anmyon,36.53854,126.3302,0.17548111,0.20760113
20231201 03:00,3.00000,BMKG_GAW_PALU,-1.650300,120.1829,0.17560689,0.18428316
20231201 03:00,3.00000,Beijing-CAMS,39.93333,116.3167,0.18107359,0.067874201
20231201 03:00,3.00000,Beijing_PKU,39.99200,116.3102,0.18107359,0.068246795
20231201 03:00,3.00000,Birdsville,-25.89893,139.3460,0.018307172,0.047155189
20231201 03:00,3.00000,Chi_Kraeng_Station,13.22501,104.3653,0.20126863,0.12534959
20231201 03:00,3.00000,Chiba_University,35.62470,140.1038,0.11619739,0.11155661
20231201 03:00,3.00000,DRAGON_Matsumoto,36.25139,137.9778,0.057457082,0.073884031
20231201 03:00,3.00000,Dalanzadgad,43.57722,104.4192,0.050636243,0.051145360
20231201 03:00,3.00000,Dhaka_University,23.72839,90.39819,0.27740714,0.38440414
20231201 03:00,3.00000,Gangneung_WNU,37.77100,128.8670,0.041174829,0.043500856
20231201 03:00,3.00000,Hankuk_UFS,37.33883,127.2658,0.10222965,0.076609442
20231201 03:00,3.00000,ICIMOD,27.64665,85.32327,0.26549795,0.28326525
20231201 03:00,3.00000,Incheon,37.56882,126.6372,0.10134736,0.076306172
20231201 03:00,3.00000,Jabiru,-12.66070,132.8931,0.11773825,0.14709583
20231201 03:00,3.00000,KORUS_UNIST_Ulsan,35.58190,129.1897,0.073957704,0.059995945
20231201 03:00,3.00000,Karachi,24.94574,67.13594,0.38072103,0.51589316
20231201 03:00,3.00000,Lahore,31.47987,74.26406,1.0241759,1.0516683
20231201 03:00,3.00000,Lake_Argyle,-16.10810,128.7485,0.14234565,0.12797246
20231201 03:00,3.00000,Learmonth,-22.24070,114.0967,0.14022356,0.10408110
20231201 03:00,3.00000,Luang_Namtha,20.93110,101.4162,0.34727654,0.40663948
20231201 03:00,3.00000,MCO-Hanimaadhoo,6.776350,73.18318,0.20019846,0.28396444
20231201 03:00,3.00000,Maido_OPAR,-21.07985,55.38309,0.10797931,0.039937001
20231201 03:00,3.00000,Metsi,-26.49078,27.13241,0.091017254,0.11418292
20231201 03:00,3.00000,Nong_Khai,17.87720,102.7167,0.24295063,0.090076599
20231201 03:00,3.00000,Osaka,34.65093,135.5906,0.12874253,0.080784565
20231201 03:00,3.00000,REUNION_ST_DENIS,-20.90139,55.48474,0.10559097,0.055352477
20231201 03:00,3.00000,Silpakorn_Univ,13.81931,100.0412,0.34612015,0.33103752
20231201 03:00,3.00000,Skukuza,-24.99170,31.58750,0.13325790,0.18638466
20231201 03:00,3.00000,Ubon_Ratchathani,15.24552,104.8710,0.17790513,0.063479338
20231201 03:00,3.00000,University_of_Nizwa,22.91010,57.67410,0.41618201,0.57602404
20231201 03:00,3.00000,XiangHe,39.75360,116.9615,0.15173733,0.045479037
20231201 03:00,3.00000,Yonsei_University,37.56443,126.9348,0.090491712,0.071668292
20231201 06:00,6.00000,AAU_Jackros_ET,9.011667,38.82083,0.12256932,0.14040650
20231201 06:00,6.00000,ATHENS_NTUA,37.97704,23.78309,0.032524299,0.058983002
20231201 06:00,6.00000,AgiaMarina_Xyliatou,35.03800,33.05770,0.093778841,0.096680465
20231201 06:00,6.00000,Amity_Univ_Gurgaon,28.31733,76.91603,1.2424753,2.6470457
20231201 06:00,6.00000,BMKG_GAW_PALU,-1.650300,120.1829,0.26899311,0.25132688
20231201 06:00,6.00000,Beijing-CAMS,39.93333,116.3167,0.23309040,0.11963912
20231201 06:00,6.00000,Beijing_PKU,39.99200,116.3102,0.23309040,0.11534677
20231201 06:00,6.00000,Birdsville,-25.89893,139.3460,0.053155541,0.049582923
20231201 06:00,6.00000,CUT-TEPAK,34.67480,33.04275,0.097925670,0.10890826
20231201 06:00,6.00000,Cairo_EMA_2,30.08077,31.29007,0.11071309,0.17498465
20231201 06:00,6.00000,Chiang_Mai_Met_Sta,18.77113,98.97247,0.56022465,0.30116356
20231201 06:00,6.00000,Chiba_University,35.62470,140.1038,0.13887487,0.099839542
20231201 06:00,6.00000,Dalanzadgad,43.57722,104.4192,0.045280445,0.026546763
20231201 06:00,6.00000,Dhaka_University,23.72839,90.39819,0.35192674,0.60081690
20231201 06:00,6.00000,FORTH_RSLab,35.33611,25.13286,0.029983139,0.060525575
20231201 06:00,6.00000,Gangneung_WNU,37.77100,128.8670,0.044460490,0.057130196
20231201 06:00,6.00000,Gwangju_GIST,35.22828,126.8431,0.11319465,0.17024200
20231201 06:00,6.00000,HESS,-23.27300,16.50294,0.11860824,0.11704231
20231201 06:00,6.00000,Hankuk_UFS,37.33883,127.2658,0.098963574,0.062792923
20231201 06:00,6.00000,Hong_Kong_Sheung,22.48330,114.1166,0.29825419,0.25454962
20231201 06:00,6.00000,ICIMOD,27.64665,85.32327,0.29837626,0.20558508
20231201 06:00,6.00000,IER_Cinzana,13.27843,-5.933867,0.26411372,0.35202469
20231201 06:00,6.00000,Incheon,37.56882,126.6372,0.16330832,0.080962348
20231201 06:00,6.00000,Issyk-Kul,42.62278,76.98306,0.13758561,0.25317603
20231201 06:00,6.00000,Jabiru,-12.66070,132.8931,0.15207346,0.13315670
20231201 06:00,6.00000,Jaipur,26.90582,75.80621,0.62140566,0.96701773
20231201 06:00,6.00000,KAUST_Campus,22.30483,39.10283,0.67137992,0.78357257
20231201 06:00,6.00000,KORUS_UNIST_Ulsan,35.58190,129.1897,0.069352910,0.073723076
20231201 06:00,6.00000,Karachi,24.94574,67.13594,0.35559824,0.50052259
20231201 06:00,6.00000,Lahore,31.47987,74.26406,0.93915904,0.77261399
20231201 06:00,6.00000,Lake_Argyle,-16.10810,128.7485,0.14756839,0.12290068
20231201 06:00,6.00000,Learmonth,-22.24070,114.0967,0.12723088,0.095437063
20231201 06:00,6.00000,MCO-Hanimaadhoo,6.776350,73.18318,0.21783555,0.26694742
20231201 06:00,6.00000,Medenine-IRA,33.49963,10.64255,0.084103167,0.078938244
20231201 06:00,6.00000,Metsi,-26.49078,27.13241,0.079828732,0.11791624
20231201 06:00,6.00000,Neumayer3_TROPOS,-70.66528,-8.283670,0.046835877,0.032790241
20231201 06:00,6.00000,Nicosia,35.14063,33.38135,0.099303447,0.15491341
20231201 06:00,6.00000,Nong_Khai,17.87720,102.7167,0.19712284,0.066067496
20231201 06:00,6.00000,Osaka,34.65093,135.5906,0.14465030,0.067929675
20231201 06:00,6.00000,Pokhara,28.18664,83.97518,0.22132039,0.18864605
20231201 06:00,6.00000,SEDE_BOKER,30.85500,34.78222,0.12887676,0.11286871
20231201 06:00,6.00000,Skukuza,-24.99170,31.58750,0.12999846,0.17263993
20231201 06:00,6.00000,Tamanrasset_INM,22.79000,5.530000,0.049770780,0.066507925
20231201 06:00,6.00000,Tel-Aviv_University,32.11290,34.80620,0.13105123,0.098825560
20231201 06:00,6.00000,Ubon_Ratchathani,15.24552,104.8710,0.18051276,0.095289004
20231201 06:00,6.00000,University_of_Nizwa,22.91010,57.67410,0.33439234,0.47874404
20231201 06:00,6.00000,Weizmann_Institute,31.90723,34.81053,0.12332062,0.11301335
20231201 06:00,6.00000,XiangHe,39.75360,116.9615,0.22437680,0.072994083
20231201 06:00,6.00000,Yonsei_University,37.56443,126.9348,0.12320527,0.077453069
20231201 09:00,9.00000,AAU_Jackros_ET,9.011667,38.82083,0.12781812,0.095717122
20231201 09:00,9.00000,ASI_Malindi,-2.996000,40.19450,0.20106053,0.20157292
20231201 09:00,9.00000,ATHENS_NTUA,37.97704,23.78309,0.029137369,0.043325795
20231201 09:00,9.00000,AgiaMarina_Xyliatou,35.03800,33.05770,0.083764605,0.087015746
20231201 09:00,9.00000,Alta_Floresta_IF,-9.908354,-56.06439,0.50313079,0.17140037
20231201 09:00,9.00000,Amity_Univ_Gurgaon,28.31733,76.91603,1.1941355,3.6817014
20231201 09:00,9.00000,Badajoz,38.88281,-7.010820,0.032748822,0.042486367
20231201 09:00,9.00000,Beijing-CAMS,39.93333,116.3167,0.31520483,0.11340258
20231201 09:00,9.00000,Beijing_PKU,39.99200,116.3102,0.31520483,0.12345732
20231201 09:00,9.00000,Birdsville,-25.89893,139.3460,0.10188234,0.050452936
20231201 09:00,9.00000,CUIABA-MIRANDA,-15.73091,-56.07086,0.21133688,0.22279962
20231201 09:00,9.00000,CUT-TEPAK,34.67480,33.04275,0.090523817,0.10874204
20231201 09:00,9.00000,Cairo_EMA_2,30.08077,31.29007,0.089195460,0.18933882
20231201 09:00,9.00000,Camborne_MO,50.21782,-5.326560,0.019492010,0.038173066
20231201 09:00,9.00000,Capo_Verde,16.73250,-22.93550,0.17573050,0.45870222
20231201 09:00,9.00000,Chachoengsao,13.50000,101.4500,0.25243488,0.22725999
20231201 09:00,9.00000,Chiang_Mai_Met_Sta,18.77113,98.97247,0.52350903,0.35607223
20231201 09:00,9.00000,Cork_UCC,51.89241,-8.493762,0.013537951,0.039191156
20231201 09:00,9.00000,Dalanzadgad,43.57722,104.4192,0.025328156,0.025923756
